step,temperature,best_hpwl,current_hpwl,accepted_moves,boltzmann_prob,elapsed_time_sec
1.0,10.0,6731421.0,6731421.0,17247.0,0.9048374180359595,0.0010101795196533203
2.0,9.99,6175581.0,6175581.0,8103.0,0.9047468482529377,66.85742044448853
3.0,9.98001,5866109.0,5866109.0,5903.0,0.9046561968886792,97.17456936836243
4.0,9.97002999,5665806.0,5665806.0,4611.0,0.9045654638787952,119.01114082336426
5.0,9.96005996001,5525895.0,5525895.0,3873.0,0.9044746491588648,135.9551079273224
6.0,9.95009990004999,5409538.0,5409538.0,3398.0,0.904383752664434,149.79033279418945
7.0,9.940149800149939,5316362.0,5316362.0,3079.0,0.9042927743310167,161.99914598464966
8.0,9.93020965034979,5241568.0,5241568.0,2753.0,0.9042017140940946,172.7544867992401
9.0,9.92027944069944,5173789.0,5173789.0,2630.0,0.9041105718891163,182.42112040519714
10.0,9.910359161258741,5120546.0,5120556.0,2348.0,0.9040193476514986,191.77397894859314
11.0,9.900448802097483,5069668.0,5069692.0,2271.0,0.9039280413166257,199.97103905677795
12.0,9.890548353295385,5024610.0,5024610.0,2186.0,0.9038366528198497,207.94322443008423
13.0,9.88065780494209,4983987.0,4983987.0,2063.0,0.9037451820964901,215.27986764907837
14.0,9.870777147137147,4945206.0,4945206.0,1939.0,0.9036536290818343,222.35255599021912
15.0,9.86090636999001,4913403.0,4913439.0,1767.0,0.9035619937111373,229.11069750785828
16.0,9.85104546362002,4883439.0,4883474.0,1742.0,0.9034702759196221,235.3623082637787
17.0,9.8411944181564,4856125.0,4856125.0,1747.0,0.9033784756424792,241.20317387580872
18.0,9.831353223738244,4828671.0,4828710.0,1686.0,0.9032865928148672,246.9408004283905
19.0,9.821521870514506,4804946.0,4804946.0,1587.0,0.9031946273719123,252.59284162521362
20.0,9.81170034864399,4783897.0,4783935.0,1530.0,0.9031025792487087,258.44905853271484
21.0,9.801888648295346,4763042.0,4763042.0,1517.0,0.9030104483803185,264.013076543808
22.0,9.79208675964705,4743697.0,4743697.0,1448.0,0.9029182347017718,270.2907350063324
23.0,9.782294672887403,4725850.0,4725854.0,1433.0,0.9028259381480663,275.29281306266785
24.0,9.772512378214515,4707778.0,4707780.0,1369.0,0.9027335586541682,280.26125860214233
25.0,9.7627398658363,4691326.0,4691326.0,1396.0,0.9026410961550111,286.88681530952454
26.0,9.752977125970464,4676236.0,4676247.0,1341.0,0.9025485505854971,292.676561832428
27.0,9.743224148844494,4660150.0,4660171.0,1301.0,0.9024559218804963,298.16898822784424
28.0,9.73348092469565,4646023.0,4646023.0,1338.0,0.9023632099748465,303.7047290802002
29.0,9.723747443770954,4632823.0,4632823.0,1242.0,0.902270414803354,309.06169152259827
30.0,9.714023696327184,4619759.0,4619760.0,1265.0,0.9021775363007932,314.0652883052826
31.0,9.704309672630856,4608859.0,4608898.0,1146.0,0.9020845744019065,319.27478528022766
32.0,9.694605362958225,4597133.0,4597157.0,1166.0,0.9019915290414043,324.34747314453125
33.0,9.684910757595267,4585694.0,4585706.0,1164.0,0.9018984001539658,329.2454285621643
34.0,9.675225846837671,4575167.0,4575167.0,1140.0,0.9018051876742379,334.0262141227722
35.0,9.665550620990834,4565892.0,4565892.0,1104.0,0.901711891536836,338.8167881965637
36.0,9.655885070369843,4555777.0,4555777.0,1124.0,0.9016185116763438,343.09139943122864
37.0,9.646229185299473,4545230.0,4545236.0,1133.0,0.901525048027313,347.8593726158142
38.0,9.636582956114173,4536270.0,4536274.0,1124.0,0.9014315005242642,352.4271762371063
39.0,9.62694637315806,4526682.0,4526682.0,1069.0,0.9013378691016861,356.49107694625854
40.0,9.617319426784901,4517271.0,4517289.0,1042.0,0.9012441536940357,360.93990421295166
41.0,9.607702107358117,4510055.0,4510069.0,950.0,0.9011503542357384,365.481160402298
42.0,9.598094405250759,4500917.0,4500927.0,1107.0,0.9010564706611884,369.46035861968994
43.0,9.588496310845509,4492707.0,4492707.0,1023.0,0.9009625029047481,374.00050020217896
44.0,9.578907814534663,4483923.0,4483933.0,1000.0,0.9008684509007485,378.29764461517334
45.0,9.569328906720129,4477232.0,4477237.0,947.0,0.9007743145834891,382.6837627887726
46.0,9.55975957781341,4469763.0,4469763.0,961.0,0.9006800938872381,386.5980877876282
47.0,9.550199818235596,4463149.0,4463161.0,991.0,0.9005857887462322,390.4725320339203
48.0,9.54064961841736,4456099.0,4456099.0,973.0,0.9004913990946766,394.54107308387756
49.0,9.531108968798943,4449229.0,4449235.0,958.0,0.9003969248667455,398.4396278858185
50.0,9.521577859830144,4443185.0,4443217.0,898.0,0.9003023659965814,401.9546320438385
51.0,9.512056281970313,4436268.0,4436326.0,961.0,0.900207722418296,405.7712423801422
52.0,9.502544225688343,4430247.0,4430272.0,945.0,0.9001129940659692,409.59179186820984
53.0,9.493041681462655,4424549.0,4424557.0,911.0,0.9000181808736503,413.0065200328827
54.0,9.483548639781192,4418610.0,4418617.0,912.0,0.8999232827753565,416.40585827827454
55.0,9.47406509114141,4412153.0,4412160.0,924.0,0.8998282997050749,420.0081396102905
56.0,9.464591026050268,4406933.0,4406939.0,900.0,0.8997332315967607,423.8264012336731
57.0,9.455126435024217,4402257.0,4402285.0,886.0,0.8996380783843384,427.28904247283936
58.0,9.445671308589192,4397351.0,4397357.0,914.0,0.8995428400017011,430.56326603889465
59.0,9.436225637280604,4392997.0,4392997.0,916.0,0.8994475163827113,434.1228506565094
60.0,9.426789411643323,4387808.0,4387816.0,884.0,0.8993521074612001,437.28355979919434
61.0,9.41736262223168,4383238.0,4383277.0,850.0,0.8992566131709677,440.8489525318146
