step,temperature,best_hpwl,current_hpwl,accepted_moves,boltzmann_prob,elapsed_time_sec
1.0,100.0,2511420.0,2514822.0,107608.0,0.9900498337491681,2.5033950805664062e-05
2.0,99.9,2497569.0,2512897.0,95343.0,0.9900399233900233,25.741915225982666
3.0,99.8001,2492406.0,2518510.0,94996.0,0.9900300032099504,26.756654024124146
4.0,99.7002999,2486872.0,2511447.0,94618.0,0.9900200731993166,27.570465087890625
5.0,99.60059960010001,2486872.0,2506563.0,94210.0,0.99001013334848,28.427983045578003
6.0,99.50099900049992,2486872.0,2495313.0,93034.0,0.9900001836477892,29.18251395225525
7.0,99.40149800149942,2486182.0,2511642.0,93243.0,0.9899902240875837,29.925065994262695
8.0,99.30209650349792,2476591.0,2505587.0,93350.0,0.9899802546581938,30.680521965026855
9.0,99.20279440699443,2476591.0,2493680.0,93407.0,0.9899702753499403,31.591540098190308
10.0,99.10359161258744,2476591.0,2521033.0,93194.0,0.9899602861531349,32.340553998947144
11.0,99.00448802097485,2476591.0,2509104.0,93409.0,0.9899502870580799,33.105446100234985
12.0,98.90548353295387,2476591.0,2491754.0,93323.0,0.9899402780550682,33.85515213012695
13.0,98.8065780494209,2476591.0,2505949.0,92816.0,0.9899302591343837,34.60596203804016
14.0,98.70777147137149,2476591.0,2497939.0,92903.0,0.9899202302863006,35.35836219787598
15.0,98.60906369990012,2459405.0,2486565.0,91652.0,0.9899101915010842,36.097283124923706
16.0,98.51045463620022,2459405.0,2493501.0,91900.0,0.9899001427689899,37.17186903953552
17.0,98.41194418156402,2459405.0,2502977.0,91950.0,0.9898900840802641,37.913063049316406
18.0,98.31353223738246,2459405.0,2493450.0,91380.0,0.9898800154251439,38.653136253356934
19.0,98.21521870514508,2459405.0,2512463.0,91605.0,0.9898699367938569,39.396934270858765
20.0,98.11700348643993,2459405.0,2499415.0,92123.0,0.9898598481766213,40.1417670249939
21.0,98.01888648295349,2459405.0,2497365.0,91783.0,0.989849749563646,40.88402819633484
22.0,97.92086759647054,2459405.0,2474428.0,90715.0,0.9898396409451304,41.62286114692688
23.0,97.82294672887407,2459405.0,2497462.0,90435.0,0.9898295223112648,42.36421823501587
24.0,97.7251237821452,2459405.0,2483412.0,90804.0,0.9898193936522294,43.10967016220093
25.0,97.62739865836306,2459405.0,2477745.0,90171.0,0.9898092549581958,43.85022211074829
26.0,97.5297712597047,2459405.0,2503100.0,90664.0,0.9897991062193257,44.58731698989868
27.0,97.432241488445,2459405.0,2479553.0,90811.0,0.9897889474257713,45.32345914840698
28.0,97.33480924695655,2453756.0,2464810.0,88981.0,0.9897787785676758,46.053887128829956
29.0,97.2374744377096,2453756.0,2464947.0,90152.0,0.9897685996351725,46.906424045562744
30.0,97.14023696327189,2450357.0,2480528.0,89234.0,0.9897584106183854,47.64587903022766
31.0,97.04309672630862,2450357.0,2479125.0,89328.0,0.9897482115074292,48.469887018203735
32.0,96.94605362958231,2450357.0,2463812.0,89225.0,0.9897380022924087,49.20498824119568
33.0,96.84910757595273,2450357.0,2473041.0,89185.0,0.9897277829634196,49.92676830291748
34.0,96.75225846837678,2450357.0,2481203.0,88550.0,0.9897175535105479,50.66167187690735
35.0,96.65550620990841,2450357.0,2479943.0,88633.0,0.9897073139238702,51.39420795440674
36.0,96.5588507036985,2450357.0,2480204.0,88770.0,0.9896970641934537,52.13031721115112
37.0,96.4622918529948,2450357.0,2459761.0,88429.0,0.9896868043093556,52.86216402053833
38.0,96.3658295611418,2444576.0,2474601.0,88085.0,0.9896765342616242,53.590609312057495
39.0,96.26946373158066,2444576.0,2480312.0,87472.0,0.9896662540402976,54.4101140499115
40.0,96.17319426784907,2444576.0,2451853.0,87316.0,0.9896559636354051,55.13725423812866
41.0,96.07702107358122,2444576.0,2452143.0,87014.0,0.9896456630369658,55.861696004867554
42.0,95.98094405250764,2437172.0,2467539.0,87165.0,0.9896353522349894,56.60343313217163
43.0,95.88496310845512,2437172.0,2462462.0,86925.0,0.9896250312194763,57.50075125694275
44.0,95.78907814534666,2437172.0,2462288.0,87013.0,0.989614699980417,58.2280650138855
45.0,95.69328906720132,2437172.0,2453302.0,87004.0,0.9896043585077925,58.94781017303467
46.0,95.59759577813412,2437172.0,2462415.0,86446.0,0.9895940067915743,59.66744303703308
47.0,95.50199818235599,2437172.0,2461416.0,85912.0,0.9895836448217241,60.38860487937927
48.0,95.40649618417363,2437172.0,2483586.0,86804.0,0.9895732725881942,61.1085410118103
49.0,95.31108968798947,2426953.0,2456043.0,86246.0,0.989562890080927,61.83325219154358
50.0,95.21577859830147,2426953.0,2468872.0,86204.0,0.9895524972898555,62.75225806236267
51.0,95.12056281970317,2426953.0,2450744.0,85707.0,0.9895420942049031,63.477697134017944
52.0,95.02544225688347,2426953.0,2454305.0,85184.0,0.9895316808159832,64.19295406341553
53.0,94.93041681462658,2426953.0,2456374.0,85274.0,0.989521257113,64.91204404830933
54.0,94.83548639781196,2426953.0,2452282.0,85336.0,0.9895108230858475,65.63113307952881
55.0,94.74065091141415,2426953.0,2438722.0,85067.0,0.9895003787244105,66.34891390800476
56.0,94.64591026050273,2424744.0,2442678.0,84104.0,0.9894899240185638,67.07070803642273
57.0,94.55126435024223,2422131.0,2459877.0,85148.0,0.9894794589581728,67.85064601898193
58.0,94.45671308589199,2422131.0,2440361.0,83912.0,0.9894689835330928,68.62037992477417
59.0,94.3622563728061,2422131.0,2436200.0,84450.0,0.9894584977331696,69.33986616134644
60.0,94.2678941164333,2419995.0,2435401.0,83833.0,0.9894480015482393,70.0441563129425
61.0,94.17362622231687,2419995.0,2465689.0,84318.0,0.9894374949681283,70.80531907081604
62.0,94.07945259609455,2419995.0,2449779.0,83902.0,0.9894269779826531,71.51921725273132
63.0,93.98537314349846,2419995.0,2450377.0,84139.0,0.9894164505816206,72.23253107070923
64.0,93.89138777035497,2419995.0,2448828.0,83767.0,0.9894059127548278,72.94620394706726
65.0,93.79749638258461,2419995.0,2457883.0,83380.0,0.9893953644920621,73.6522319316864
66.0,93.70369888620203,2419995.0,2426737.0,83374.0,0.9893848057831008,74.36345911026001
67.0,93.60999518731583,2413087.0,2461844.0,83597.0,0.989374236617712,75.07254815101624
68.0,93.51638519212851,2413087.0,2452195.0,83109.0,0.9893636569856532,75.93134212493896
69.0,93.42286880693638,2413087.0,2434421.0,82404.0,0.9893530668766729,76.63744306564331
70.0,93.32944593812944,2413087.0,2436498.0,82121.0,0.9893424662805093,77.35275316238403
71.0,93.23611649219131,2413087.0,2437342.0,82198.0,0.9893318551868907,78.09129118919373
72.0,93.14288037569912,2413087.0,2436770.0,82207.0,0.989321233585536,78.79750609397888
73.0,93.04973749532343,2412612.0,2420936.0,81650.0,0.989310601466154,79.50382113456726
74.0,92.9566877578281,2408910.0,2417349.0,81330.0,0.9892999588184436,80.23934698104858
75.0,92.86373107007027,2404941.0,2423066.0,81600.0,0.9892893056320939,81.01372694969177
76.0,92.7708673390002,2404941.0,2417620.0,81147.0,0.9892786418967843,81.8195321559906
77.0,92.6780964716612,2404941.0,2430729.0,81236.0,0.9892679676021838,82.51956009864807
78.0,92.58541837518955,2404883.0,2417989.0,81084.0,0.9892572827379523,83.23044109344482
79.0,92.49283295681435,2404883.0,2421917.0,80847.0,0.9892465872937392,83.94100093841553
80.0,92.40034012385755,2396002.0,2421523.0,80394.0,0.989235881259184,84.63878512382507
81.0,92.30793978373369,2396002.0,2428860.0,80481.0,0.9892251646239169,85.67756700515747
82.0,92.21563184394995,2396002.0,2443931.0,80467.0,0.9892144373775573,86.51289010047913
83.0,92.123416212106,2396002.0,2419851.0,80345.0,0.9892036995097153,87.34145307540894
84.0,92.03129279589389,2396002.0,2423766.0,79934.0,0.9891929510099909,88.13987708091736
85.0,91.939261503098,2391434.0,2407612.0,79614.0,0.9891821918679742,88.93322014808655
86.0,91.8473222415949,2391434.0,2412922.0,79996.0,0.9891714220732452,89.7600769996643
87.0,91.7554749193533,2391434.0,2423144.0,79634.0,0.9891606416153738,90.45202112197876
88.0,91.66371944443395,2391434.0,2424464.0,79372.0,0.9891498504839202,91.14730286598206
89.0,91.57205572498951,2391434.0,2413404.0,79565.0,0.9891390486684348,91.85371613502502
90.0,91.48048366926452,2391434.0,2422197.0,79105.0,0.9891282361584575,92.54644417762756
91.0,91.38900318559526,2391434.0,2423036.0,78970.0,0.9891174129435184,93.25443196296692
92.0,91.29761418240966,2391434.0,2416440.0,78717.0,0.9891065790131378,93.95003914833069
93.0,91.20631656822725,2391434.0,2410296.0,78833.0,0.9890957343568257,94.63552808761597
94.0,91.11511025165902,2391434.0,2419122.0,78379.0,0.9890848789640823,95.33710598945618
95.0,91.02399514140735,2391434.0,2430246.0,78871.0,0.9890740128243973,96.02817726135254
96.0,90.93297114626594,2391434.0,2400233.0,78357.0,0.989063135927251,96.72619009017944
97.0,90.84203817511968,2391434.0,2410357.0,78254.0,0.9890522482621132,97.42775201797485
98.0,90.75119613694456,2376796.0,2385930.0,77705.0,0.9890413498184438,98.1312849521637
99.0,90.66044494080761,2372096.0,2401781.0,76406.0,0.9890304405856926,99.15126705169678
100.0,90.5697844958668,2372096.0,2415457.0,77879.0,0.9890195205532991,99.95972990989685
101.0,90.47921471137093,2372096.0,2402857.0,77380.0,0.9890085897106932,100.65060830116272
102.0,90.38873549665956,2372096.0,2396336.0,77313.0,0.9889976480472942,101.36761116981506
103.0,90.2983467611629,2372096.0,2398833.0,76433.0,0.9889866955525114,102.05721116065979
104.0,90.20804841440174,2372096.0,2412806.0,76580.0,0.9889757322157443,102.7472710609436
105.0,90.11784036598735,2371227.0,2391036.0,76421.0,0.9889647580263818,103.4396300315857
106.0,90.02772252562136,2371227.0,2392216.0,76454.0,0.988953772973803,104.15221810340881
107.0,89.93769480309574,2371227.0,2381420.0,75876.0,0.9889427770473769,104.83411622047424
108.0,89.84775710829264,2367814.0,2393414.0,75343.0,0.9889317702364617,105.52162408828735
109.0,89.75790935118435,2367814.0,2383731.0,75968.0,0.9889207525304065,106.27894401550293
110.0,89.66815144183317,2367814.0,2376844.0,75690.0,0.9889097239185491,106.96157002449036
111.0,89.57848329039135,2367814.0,2387016.0,75406.0,0.988898684390218,107.63416910171509
112.0,89.48890480710095,2367814.0,2388256.0,75321.0,0.988887633934731,108.31547713279724
113.0,89.39941590229385,2367814.0,2398078.0,75721.0,0.9888765725413958,108.99884510040283
114.0,89.31001648639156,2367814.0,2387768.0,75350.0,0.9888655001995101,109.67313528060913
115.0,89.22070646990517,2366076.0,2375965.0,75165.0,0.9888544168983611,110.3428909778595
116.0,89.13148576343526,2366076.0,2371156.0,75503.0,0.9888433226272257,111.05461716651917
117.0,89.04235427767183,2364275.0,2380694.0,74735.0,0.988832217375371,111.86336207389832
118.0,88.95331192339417,2362988.0,2371753.0,74947.0,0.9888211011320535,112.71666812896729
119.0,88.86435861147078,2357355.0,2357885.0,74259.0,0.9888099738865194,113.51065111160278
120.0,88.7754942528593,2357025.0,2371290.0,73719.0,0.9887988356280047,114.37566995620728
121.0,88.68671875860645,2354947.0,2359892.0,73772.0,0.9887876863457354,115.08330297470093
122.0,88.59803203984784,2354947.0,2379351.0,73683.0,0.988776526028927,115.82954025268555
123.0,88.50943400780798,2354947.0,2368004.0,73279.0,0.9887653546667844,116.56165194511414
124.0,88.42092457380018,2354947.0,2378017.0,73586.0,0.9887541722485026,117.24551606178284
125.0,88.33250364922638,2354947.0,2389075.0,73600.0,0.9887429787632661,117.91965699195862
126.0,88.24417114557716,2354947.0,2366257.0,73207.0,0.9887317742002493,118.630136013031
127.0,88.15592697443158,2348464.0,2374411.0,73234.0,0.9887205585486158,119.36847305297852
128.0,88.06777104745714,2340524.0,2352731.0,72897.0,0.9887093317975195,120.24289011955261
129.0,87.97970327640968,2338418.0,2365298.0,72100.0,0.9886980939361033,121.08259987831116
130.0,87.89172357313328,2338418.0,2377864.0,72281.0,0.9886868449535002,121.80761122703552
131.0,87.80383184956014,2338418.0,2367308.0,72611.0,0.9886755848388326,122.51421308517456
132.0,87.71602801771058,2338418.0,2358186.0,72218.0,0.9886643135812124,123.1989471912384
133.0,87.62831198969288,2338418.0,2366055.0,71808.0,0.9886530311697416,123.91409611701965
134.0,87.54068367770319,2338418.0,2367454.0,71234.0,0.9886417375935113,124.57559204101562
135.0,87.45314299402548,2338418.0,2368968.0,71833.0,0.9886304328416022,125.2406280040741
136.0,87.36568985103146,2338418.0,2363172.0,71732.0,0.9886191169030851,125.9310212135315
137.0,87.27832416118044,2338418.0,2364979.0,71457.0,0.9886077897670198,126.60065627098083
138.0,87.19104583701926,2338418.0,2370075.0,71182.0,0.988596451422456,127.28735303878784
139.0,87.10385479118224,2336785.0,2343838.0,70680.0,0.9885851018584326,128.08669710159302
140.0,87.01675093639106,2333978.0,2366033.0,70762.0,0.9885737410639786,128.8788549900055
141.0,86.92973418545468,2331745.0,2346531.0,70925.0,0.9885623690281119,129.6150679588318
142.0,86.84280445126922,2329037.0,2332456.0,70259.0,0.9885509857398405,130.33246898651123
143.0,86.75596164681795,2317495.0,2348856.0,69919.0,0.9885395911881614,131.07624506950378
144.0,86.66920568517114,2317495.0,2355009.0,70312.0,0.9885281853620614,132.0131552219391
145.0,86.58253647948597,2317495.0,2358572.0,70464.0,0.9885167682505169,132.6709680557251
146.0,86.49595394300648,2317495.0,2344299.0,69963.0,0.9885053398424934,133.323646068573
147.0,86.40945798906348,2317495.0,2358541.0,69912.0,0.9884939001269464,133.99551701545715
148.0,86.32304853107442,2317495.0,2360357.0,69864.0,0.9884824490928202,134.65459203720093
149.0,86.23672548254335,2317495.0,2342688.0,69493.0,0.9884709867290493,135.30957317352295
150.0,86.1504887570608,2317495.0,2357870.0,70266.0,0.988459513024557,135.9702970981598
151.0,86.06433826830374,2317495.0,2338757.0,69901.0,0.9884480279682564,136.6168761253357
152.0,85.97827393003544,2317495.0,2334778.0,69242.0,0.98843653154905,137.27328419685364
153.0,85.8922956561054,2317495.0,2330310.0,68635.0,0.9884250237558295,137.92622900009155
154.0,85.8064033604493,2311816.0,2344015.0,68383.0,0.9884135045774762,138.5898561477661
155.0,85.72059695708884,2311816.0,2357878.0,68748.0,0.988401974002861,139.36455011367798
156.0,85.63487636013176,2311816.0,2338215.0,68984.0,0.9883904320208438,140.0146679878235
157.0,85.54924148377162,2307660.0,2312909.0,67804.0,0.9883788786202738,140.67254400253296
158.0,85.46369224228785,2307660.0,2339786.0,67810.0,0.9883673137899902,141.40993309020996
159.0,85.37822855004556,2307660.0,2322004.0,68250.0,0.988355737518821,142.0695140361786
160.0,85.29285032149552,2307660.0,2327411.0,68034.0,0.9883441497955837,142.71807098388672
161.0,85.20755747117403,2307660.0,2332978.0,67993.0,0.9883325506090852,143.37066507339478
162.0,85.12234991370285,2307660.0,2351205.0,68052.0,0.9883209399481216,144.03567099571228
163.0,85.03722756378914,2307660.0,2333957.0,67601.0,0.9883093178014787,144.68768119812012
164.0,84.95219033622536,2307660.0,2333581.0,67221.0,0.988297684157931,145.33214592933655
165.0,84.86723814588913,2307660.0,2336659.0,67245.0,0.9882860390062427,145.98361492156982
166.0,84.78237090774324,2295517.0,2307731.0,66589.0,0.9882743823351674,146.62889289855957
167.0,84.6975885368355,2295517.0,2306352.0,66777.0,0.9882627141334477,147.54109811782837
168.0,84.61289094829866,2288752.0,2334886.0,66991.0,0.9882510343898155,148.18965911865234
169.0,84.52827805735036,2288752.0,2313994.0,66858.0,0.9882393430929922,148.97674703598022
170.0,84.44374977929301,2288752.0,2312073.0,66300.0,0.9882276402316883,149.62814211845398
171.0,84.35930602951372,2288752.0,2325697.0,66368.0,0.9882159257946035,150.2727301120758
172.0,84.2749467234842,2288752.0,2319225.0,66774.0,0.9882041997704267,150.91267204284668
173.0,84.19067177676072,2288752.0,2315542.0,66223.0,0.9881924621478364,151.55755400657654
174.0,84.10648110498396,2288752.0,2325978.0,66712.0,0.9881807129154997,152.2008421421051
175.0,84.02237462387897,2288752.0,2321513.0,66620.0,0.9881689520620734,152.87354016304016
176.0,83.93835224925509,2288752.0,2311509.0,65983.0,0.9881571795762034,153.50798225402832
177.0,83.85441389700584,2288752.0,2317764.0,65373.0,0.9881453954465247,154.1683371067047
178.0,83.77055948310884,2288752.0,2314839.0,65445.0,0.9881335996616614,154.8143219947815
179.0,83.68678892362573,2288752.0,2309612.0,65083.0,0.9881217922102269,155.45325708389282
180.0,83.6031021347021,2288752.0,2308976.0,64863.0,0.9881099730808237,156.089173078537
181.0,83.5194990325674,2288752.0,2317627.0,65056.0,0.9880981422620436,156.72896313667297
182.0,83.43597953353483,2288752.0,2312715.0,65079.0,0.9880862997424673,157.3733320236206
183.0,83.3525435540013,2288752.0,2312993.0,64917.0,0.9880744455106649,158.04380321502686
184.0,83.2691910104473,2288752.0,2341036.0,65645.0,0.9880625795551953,158.68347311019897
185.0,83.18592181943686,2287852.0,2301551.0,64683.0,0.9880507018646066,159.3255820274353
186.0,83.10273589761742,2283518.0,2300966.0,64169.0,0.9880388124274364,159.98716592788696
187.0,83.01963316171981,2283518.0,2300876.0,64224.0,0.9880269112322108,160.7103979587555
188.0,82.93661352855808,2281463.0,2316935.0,63581.0,0.9880149982674452,161.36124324798584
189.0,82.85367691502952,2281463.0,2303643.0,63925.0,0.9880030735216443,162.06909012794495
190.0,82.77082323811449,2281463.0,2295723.0,63323.0,0.9879911369833015,162.71606397628784
191.0,82.68805241487637,2281463.0,2306645.0,64056.0,0.9879791886408997,163.37707328796387
192.0,82.60536436246149,2281463.0,2302430.0,64114.0,0.9879672284829102,164.03415513038635
193.0,82.52275899809902,2281463.0,2289224.0,63190.0,0.987955256497794,164.68284106254578
194.0,82.44023623910093,2267742.0,2269025.0,62491.0,0.9879432726740006,165.3385100364685
195.0,82.35779600286183,2267059.0,2288844.0,62844.0,0.9879312769999689,166.3239860534668
196.0,82.27543820685896,2267059.0,2296964.0,63315.0,0.9879192694641264,167.00758719444275
197.0,82.1931627686521,2267059.0,2280114.0,62401.0,0.98790725005489,167.66154599189758
198.0,82.11096960588345,2267059.0,2269503.0,62402.0,0.9878952187606654,168.3095109462738
199.0,82.02885863627758,2267059.0,2287803.0,62178.0,0.9878831755698473,168.97356414794922
200.0,81.9468297776413,2267059.0,2300860.0,62760.0,0.9878711204708192,169.6349959373474
201.0,81.86488294786366,2263172.0,2264170.0,62441.0,0.9878590534519538,170.29207515716553
202.0,81.7830180649158,2254187.0,2279763.0,61714.0,0.9878469745016125,171.03129124641418
203.0,81.70123504685088,2254187.0,2284687.0,61755.0,0.9878348836081459,171.90581822395325
204.0,81.61953381180403,2254187.0,2284499.0,61794.0,0.9878227807598933,172.57240915298462
