step,temperature,best_hpwl,current_hpwl,accepted_moves,boltzmann_prob,elapsed_time_sec
1.0,10.0,475791.0,475791.0,13352.0,0.9048374180359595,3.1948089599609375e-05
2.0,9.99,448650.0,448779.0,5928.0,0.9047468482529377,3.3644580841064453
3.0,9.98001,435494.0,435494.0,5031.0,0.9046561968886792,4.749743938446045
4.0,9.97002999,428250.0,428286.0,4451.0,0.9045654638787952,5.894394874572754
5.0,9.96005996001,421806.0,421806.0,4258.0,0.9044746491588648,6.9251868724823
6.0,9.95009990004999,418823.0,419465.0,4018.0,0.904383752664434,7.921591758728027
7.0,9.940149800149939,416683.0,416816.0,4016.0,0.9042927743310167,8.82738995552063
8.0,9.93020965034979,414316.0,414584.0,3822.0,0.9042017140940946,9.713038921356201
9.0,9.92027944069944,411618.0,412107.0,3913.0,0.9041105718891163,10.603335857391357
10.0,9.910359161258741,409194.0,409409.0,3862.0,0.9040193476514986,11.503200054168701
11.0,9.900448802097483,408054.0,408246.0,3726.0,0.9039280413166257,12.405762195587158
12.0,9.890548353295385,406865.0,407378.0,3657.0,0.9038366528198497,13.269989967346191
13.0,9.88065780494209,405438.0,405700.0,3640.0,0.9037451820964901,14.126870155334473
14.0,9.870777147137147,404215.0,404447.0,3734.0,0.9036536290818343,14.995711088180542
15.0,9.86090636999001,402078.0,402099.0,3780.0,0.9035619937111373,15.85759687423706
16.0,9.85104546362002,401442.0,401983.0,3500.0,0.9034702759196221,16.749772787094116
17.0,9.8411944181564,400314.0,400359.0,3612.0,0.9033784756424792,17.595016956329346
18.0,9.831353223738244,398897.0,399095.0,3505.0,0.9032865928148672,18.442823886871338
19.0,9.821521870514506,398168.0,398168.0,3517.0,0.9031946273719123,19.316218852996826
20.0,9.81170034864399,398066.0,398304.0,3511.0,0.9031025792487087,20.157991886138916
21.0,9.801888648295346,397768.0,398272.0,3629.0,0.9030104483803185,20.98358678817749
22.0,9.79208675964705,397066.0,397166.0,3552.0,0.9029182347017718,21.806864023208618
23.0,9.782294672887403,396247.0,396305.0,3537.0,0.9028259381480663,22.638955116271973
24.0,9.772512378214515,395478.0,395595.0,3505.0,0.9027335586541682,23.48617196083069
25.0,9.7627398658363,394922.0,394946.0,3364.0,0.9026410961550111,24.326669931411743
26.0,9.752977125970464,394737.0,394802.0,3478.0,0.9025485505854971,25.146700143814087
27.0,9.743224148844494,392709.0,393229.0,3266.0,0.9024559218804963,25.961017847061157
28.0,9.73348092469565,392709.0,393321.0,3353.0,0.9023632099748465,26.84116005897522
29.0,9.723747443770954,392709.0,393987.0,3348.0,0.902270414803354,27.65066909790039
30.0,9.714023696327184,392423.0,392721.0,3303.0,0.9021775363007932,28.461899995803833
31.0,9.704309672630856,392208.0,393147.0,3460.0,0.9020845744019065,29.27730107307434
32.0,9.694605362958225,392208.0,392775.0,3346.0,0.9019915290414043,30.092273950576782
33.0,9.684910757595267,391201.0,391570.0,3301.0,0.9018984001539658,30.90880274772644
34.0,9.675225846837671,391201.0,392713.0,3303.0,0.9018051876742379,31.73868703842163
35.0,9.665550620990834,391201.0,392827.0,3332.0,0.901711891536836,32.53966808319092
