attempted,accepted,acceptance_ratio
100,3,0.03
100,1,0.01
100,1,0.01
100,1,0.01
100,2,0.02
100,0,0.0
100,2,0.02
100,2,0.02
100,0,0.0
100,2,0.02
100,0,0.0
100,0,0.0
100,0,0.0
100,0,0.0
100,0,0.0
100,1,0.01
100,0,0.0
100,0,0.0
100,1,0.01
100,0,0.0
100,2,0.02
100,3,0.03
100,0,0.0
100,2,0.02
100,1,0.01
100,3,0.03
100,1,0.01
100,4,0.04
100,0,0.0
100,1,0.01
100,2,0.02
100,1,0.01
100,3,0.03
100,1,0.01
100,0,0.0
100,0,0.0
100,0,0.0
100,1,0.01
100,2,0.02
100,0,0.0
100,0,0.0
100,1,0.01
100,2,0.02
100,2,0.02
100,2,0.02
100,2,0.02
100,1,0.01
100,1,0.01
100,0,0.0
100,2,0.02
100,1,0.01
100,1,0.01
100,2,0.02
100,0,0.0
100,0,0.0
100,0,0.0
100,1,0.01
100,3,0.03
100,1,0.01
100,0,0.0
100,0,0.0
100,1,0.01
100,2,0.02
100,0,0.0
100,0,0.0
100,0,0.0
100,2,0.02
100,2,0.02
100,1,0.01
100,0,0.0
100,0,0.0
100,2,0.02
100,0,0.0
100,0,0.0
100,3,0.03
100,1,0.01
100,2,0.02
100,1,0.01
100,1,0.01
100,0,0.0
100,0,0.0
100,0,0.0
100,0,0.0
100,0,0.0
100,3,0.03
100,1,0.01
100,1,0.01
100,0,0.0
100,1,0.01
100,0,0.0
100,0,0.0
100,1,0.01
100,3,0.03
100,0,0.0
100,1,0.01
100,1,0.01
100,1,0.01
100,1,0.01
100,0,0.0
100,0,0.0
100,1,0.01
100,0,0.0
100,0,0.0
100,1,0.01
100,1,0.01
100,1,0.01
100,1,0.01
100,1,0.01
100,0,0.0
100,1,0.01
100,1,0.01
100,2,0.02
100,1,0.01
100,1,0.01
100,0,0.0
100,1,0.01
100,1,0.01
100,3,0.03
100,3,0.03
100,1,0.01
100,2,0.02
100,1,0.01
100,0,0.0
100,0,0.0
100,0,0.0
100,0,0.0
100,0,0.0
100,3,0.03
100,2,0.02
100,1,0.01
100,0,0.0
100,2,0.02
100,1,0.01
100,0,0.0
100,2,0.02
100,3,0.03
100,2,0.02
100,2,0.02
100,1,0.01
100,2,0.02
100,0,0.0
100,0,0.0
100,1,0.01
100,0,0.0
100,0,0.0
100,2,0.02
100,1,0.01
100,0,0.0
100,2,0.02
100,2,0.02
100,0,0.0
100,0,0.0
100,2,0.02
100,0,0.0
100,2,0.02
100,0,0.0
100,1,0.01
100,0,0.0
100,0,0.0
100,1,0.01
100,1,0.01
100,0,0.0
100,2,0.02
100,0,0.0
100,2,0.02
100,1,0.01
100,0,0.0
100,1,0.01
100,0,0.0
100,0,0.0
100,0,0.0
100,2,0.02
100,1,0.01
100,1,0.01
100,0,0.0
100,1,0.01
100,1,0.01
100,1,0.01
100,0,0.0
100,1,0.01
100,0,0.0
100,0,0.0
100,4,0.04
100,0,0.0
100,0,0.0
100,1,0.01
100,0,0.0
100,0,0.0
100,2,0.02
100,1,0.01
100,2,0.02
100,1,0.01
100,0,0.0
100,1,0.01
100,1,0.01
100,0,0.0
100,0,0.0
100,0,0.0
100,0,0.0
100,0,0.0
100,1,0.01
100,2,0.02
100,1,0.01
100,2,0.02
100,2,0.02
100,0,0.0
100,2,0.02
100,1,0.01
100,1,0.01
100,3,0.03
100,0,0.0
100,0,0.0
100,0,0.0
100,0,0.0
100,0,0.0
100,0,0.0
100,0,0.0
100,1,0.01
100,2,0.02
100,0,0.0
100,0,0.0
100,3,0.03
100,3,0.03
100,2,0.02
100,4,0.04
100,1,0.01
100,1,0.01
100,1,0.01
100,0,0.0
100,0,0.0
100,0,0.0
100,0,0.0
100,2,0.02
100,3,0.03
100,1,0.01
100,1,0.01
100,1,0.01
100,1,0.01
100,0,0.0
100,1,0.01
100,0,0.0
100,1,0.01
100,0,0.0
100,1,0.01
100,2,0.02
100,0,0.0
100,1,0.01
100,1,0.01
100,0,0.0
100,1,0.01
100,0,0.0
100,1,0.01
100,1,0.01
100,1,0.01
100,0,0.0
100,0,0.0
100,2,0.02
100,1,0.01
100,0,0.0
100,0,0.0
100,1,0.01
100,0,0.0
100,1,0.01
100,0,0.0
100,1,0.01
100,2,0.02
100,0,0.0
100,0,0.0
100,0,0.0
100,2,0.02
100,0,0.0
100,0,0.0
100,3,0.03
100,2,0.02
100,2,0.02
100,1,0.01
100,2,0.02
100,1,0.01
100,0,0.0
100,0,0.0
100,0,0.0
100,0,0.0
100,2,0.02
100,0,0.0
100,0,0.0
100,1,0.01
100,1,0.01
100,2,0.02
100,0,0.0
100,1,0.01
100,1,0.01
100,2,0.02
100,0,0.0
100,3,0.03
100,0,0.0
100,0,0.0
100,2,0.02
100,1,0.01
100,1,0.01
100,1,0.01
100,0,0.0
100,2,0.02
100,2,0.02
100,0,0.0
100,0,0.0
100,2,0.02
100,0,0.0
100,0,0.0
100,1,0.01
100,0,0.0
100,0,0.0
100,1,0.01
100,0,0.0
100,0,0.0
100,0,0.0
100,0,0.0
100,1,0.01
100,0,0.0
100,0,0.0
100,0,0.0
100,2,0.02
100,3,0.03
100,0,0.0
100,1,0.01
100,1,0.01
100,0,0.0
100,1,0.01
100,1,0.01
100,0,0.0
100,1,0.01
100,0,0.0
100,0,0.0
100,1,0.01
100,1,0.01
100,0,0.0
100,0,0.0
100,1,0.01
100,1,0.01
100,0,0.0
100,2,0.02
100,2,0.02
100,1,0.01
100,2,0.02
100,1,0.01
100,1,0.01
100,0,0.0
100,1,0.01
100,1,0.01
100,1,0.01
100,0,0.0
100,3,0.03
100,1,0.01
100,0,0.0
100,1,0.01
100,2,0.02
100,0,0.0
100,1,0.01
100,0,0.0
100,1,0.01
100,0,0.0
100,0,0.0
100,1,0.01
100,0,0.0
100,3,0.03
100,1,0.01
100,0,0.0
100,1,0.01
100,1,0.01
100,1,0.01
100,2,0.02
100,2,0.02
100,0,0.0
100,1,0.01
100,3,0.03
100,1,0.01
100,0,0.0
100,1,0.01
100,0,0.0
100,2,0.02
100,1,0.01
100,0,0.0
100,0,0.0
100,0,0.0
100,0,0.0
100,1,0.01
100,2,0.02
100,2,0.02
100,1,0.01
100,1,0.01
100,1,0.01
100,1,0.01
100,2,0.02
100,0,0.0
100,1,0.01
100,1,0.01
100,0,0.0
100,0,0.0
100,0,0.0
100,0,0.0
100,0,0.0
100,1,0.01
100,1,0.01
100,3,0.03
100,1,0.01
100,0,0.0
100,0,0.0
100,4,0.04
100,2,0.02
100,0,0.0
100,1,0.01
100,1,0.01
100,1,0.01
100,1,0.01
100,1,0.01
100,0,0.0
100,2,0.02
100,0,0.0
100,1,0.01
100,0,0.0
100,1,0.01
100,2,0.02
100,1,0.01
100,2,0.02
100,0,0.0
100,2,0.02
100,1,0.01
100,0,0.0
100,0,0.0
100,3,0.03
100,2,0.02
100,1,0.01
100,1,0.01
100,0,0.0
100,3,0.03
100,2,0.02
100,1,0.01
100,0,0.0
100,0,0.0
100,1,0.01
100,1,0.01
100,0,0.0
100,1,0.01
100,0,0.0
100,1,0.01
100,2,0.02
100,0,0.0
100,0,0.0
100,0,0.0
100,1,0.01
100,2,0.02
100,0,0.0
100,0,0.0
100,1,0.01
100,0,0.0
100,0,0.0
100,0,0.0
100,0,0.0
100,0,0.0
100,0,0.0
100,0,0.0
100,3,0.03
100,1,0.01
100,2,0.02
100,0,0.0
100,0,0.0
100,0,0.0
100,0,0.0
100,1,0.01
100,1,0.01
100,0,0.0
100,1,0.01
100,0,0.0
100,2,0.02
100,3,0.03
100,1,0.01
100,0,0.0
100,0,0.0
100,2,0.02
100,0,0.0
100,0,0.0
100,2,0.02
100,0,0.0
100,0,0.0
100,3,0.03
100,2,0.02
100,0,0.0
100,0,0.0
100,1,0.01
100,0,0.0
100,1,0.01
100,2,0.02
100,2,0.02
100,0,0.0
100,1,0.01
100,2,0.02
100,0,0.0
100,0,0.0
100,2,0.02
100,0,0.0
100,0,0.0
100,2,0.02
100,0,0.0
100,1,0.01
100,1,0.01
100,0,0.0
100,0,0.0
100,1,0.01
100,0,0.0
100,0,0.0
100,0,0.0
100,1,0.01
100,0,0.0
100,0,0.0
100,3,0.03
100,0,0.0
100,2,0.02
100,1,0.01
100,1,0.01
100,1,0.01
100,1,0.01
100,1,0.01
100,0,0.0
100,1,0.01
100,1,0.01
100,2,0.02
100,3,0.03
100,2,0.02
100,1,0.01
100,2,0.02
100,0,0.0
100,1,0.01
100,0,0.0
100,3,0.03
100,3,0.03
100,1,0.01
100,1,0.01
100,0,0.0
100,1,0.01
100,1,0.01
100,0,0.0
100,0,0.0
100,0,0.0
100,1,0.01
100,0,0.0
100,1,0.01
100,0,0.0
100,2,0.02
100,1,0.01
100,1,0.01
100,1,0.01
100,2,0.02
100,0,0.0
100,1,0.01
100,0,0.0
100,0,0.0
100,1,0.01
100,3,0.03
