temperature,current_cost,best_cost
0.999,159,91
0.998001,91,69
0.997002999,71,65
0.996005996001,67,65
0.995009990004999,74,65
0.994014980014994,68,60
0.993020965034979,60,55
0.9920279440699441,57,51
0.9910359161258742,51,49
0.9900448802097482,49,47
0.9890548353295385,47,45
0.988065780494209,47,45
0.9870777147137147,45,43
0.986090636999001,43,43
0.9851045463620021,45,43
0.98411944181564,47,43
0.9831353223738244,47,43
0.9821521870514506,44,43
0.9811700348643991,44,40
0.9801888648295347,40,40
0.9792086759647052,43,40
0.9782294672887405,44,40
0.9772512378214517,44,40
0.9762739865836303,45,40
0.9752977125970467,45,40
0.9743224148844496,41,40
0.9733480924695651,41,40
0.9723747443770956,43,40
0.9714023696327185,46,40
0.9704309672630859,48,40
0.9694605362958227,46,40
0.9684910757595269,48,40
0.9675225846837673,48,40
0.9665550620990835,50,40
0.9655885070369844,48,40
0.9646229185299474,50,40
0.9636582956114175,48,40
0.9626946373158061,46,40
0.9617319426784903,48,40
0.9607702107358118,51,40
0.959809440525076,49,40
0.9588496310845509,50,40
0.9578907814534664,54,40
0.9569328906720129,55,40
0.9559759577813409,53,40
0.9550199818235596,54,40
0.9540649618417361,53,40
0.9531108968798944,47,40
0.9521577859830145,47,40
0.9512056281970315,50,40
0.9502544225688344,46,40
0.9493041681462656,49,40
0.9483548639781193,45,40
0.9474065091141411,45,40
0.946459102605027,44,40
0.9455126435024219,44,40
0.9445671308589195,47,40
0.9436225637280606,47,40
0.9426789411643326,45,40
0.9417362622231683,47,40
0.9407945259609451,47,40
0.9398537314349842,47,40
0.9389138777035492,55,40
0.9379749638258457,55,40
0.9370369888620198,51,40
0.9360999518731578,45,40
0.9351638519212846,43,40
0.9342286880693633,45,40
0.933294459381294,42,40
0.9323611649219127,49,40
0.9314288037569908,45,40
0.9304973749532338,42,40
0.9295668775782806,42,40
0.9286373107007023,42,40
0.9277086733900016,42,40
0.9267809647166116,40,40
0.925854183751895,42,40
0.9249283295681431,46,40
0.9240034012385749,48,40
0.9230793978373364,46,40
0.9221563184394991,46,40
0.9212341621210596,46,40
0.9203129279589385,44,40
0.9193926150309796,48,40
0.9184732224159486,48,40
0.9175547491935327,43,40
0.9166371944443392,45,40
0.9157205572498949,49,40
0.914804836692645,49,40
0.9138900318559524,47,40
0.9129761418240965,47,40
0.9120631656822724,47,40
0.9111511025165902,44,40
0.9102399514140735,42,40
0.9093297114626595,42,40
0.9084203817511969,41,40
0.9075119613694457,41,39
0.9066044494080763,43,39
0.9056978449586682,43,39
0.9047921471137096,43,39
0.9038873549665959,45,39
0.9029834676116293,46,39
0.9020804841440176,46,39
0.9011784036598737,46,39
0.9002772252562138,46,39
0.8993769480309576,46,39
0.8984775710829266,47,39
0.8975790935118436,49,39
0.8966815144183318,53,39
0.8957848329039134,51,39
0.8948890480710096,47,39
0.8939941590229386,50,39
0.8931001648639156,50,39
0.8922070646990518,50,39
0.8913148576343527,44,39
0.8904235427767183,44,39
0.8895331192339416,46,39
0.8886435861147077,42,39
0.887754942528593,43,39
0.8868671875860644,41,39
0.8859803203984784,41,39
0.88509434007808,45,39
0.8842092457380019,42,39
0.8833250364922639,40,39
0.8824417114557717,44,39
0.8815592697443159,45,39
0.8806777104745716,47,39
0.8797970327640969,42,39
0.8789172357313328,47,39
0.8780383184956015,45,39
0.8771602801771059,45,39
0.8762831198969288,44,39
0.8754068367770318,43,39
0.8745314299402548,43,39
0.8736568985103146,45,39
0.8727832416118043,46,39
0.8719104583701925,44,39
0.8710385479118223,44,39
0.8701675093639105,43,39
0.8692973418545467,43,39
0.8684280445126921,43,39
0.8675596164681794,46,39
0.8666920568517111,43,39
0.8658253647948594,47,39
0.8649595394300645,54,39
0.8640945798906344,50,39
0.8632304853107438,50,39
0.862367254825433,48,39
0.8615048875706075,48,39
0.8606433826830369,44,39
0.8597827393003539,42,39
0.8589229565610536,44,39
0.8580640336044925,45,39
0.857205969570888,45,39
0.8563487636013172,44,39
0.8554924148377159,45,39
0.8546369224228781,47,39
0.8537822855004553,47,39
0.8529285032149548,45,39
0.8520755747117399,44,39
0.8512234991370281,44,39
0.8503722756378911,46,39
0.8495219033622532,45,39
0.8486723814588909,45,39
0.847823709077432,48,39
0.8469758853683546,45,39
0.8461289094829862,45,39
0.8452827805735033,45,39
0.8444374977929298,45,39
0.8435930602951368,45,39
0.8427494672348417,43,39
0.8419067177676068,47,39
0.8410648110498392,45,39
0.8402237462387894,45,39
0.8393835224925505,49,39
0.838544138970058,45,39
0.8377055948310879,46,39
0.8368678892362568,44,39
0.8360310213470206,42,39
0.8351949903256736,46,39
0.8343597953353479,46,39
0.8335254355400126,44,39
0.8326919101044725,42,39
0.831859218194368,42,39
0.8310273589761736,42,39
0.8301963316171974,44,39
0.8293661352855802,42,39
0.8285367691502946,42,39
0.8277082323811443,44,39
0.8268805241487632,46,39
0.8260536436246144,46,39
0.8252275899809898,42,39
0.8244023623910088,42,39
0.8235779600286178,40,39
0.8227543820685892,40,39
0.8219316276865206,44,39
0.8211096960588341,43,39
0.8202885863627752,43,39
0.8194682977764125,43,39
0.818648829478636,43,39
0.8178301806491574,43,39
0.8170123504685082,39,39
0.8161953381180397,40,39
0.8153791427799216,40,39
0.8145637636371417,40,39
0.8137491998735046,42,39
0.812935450673631,48,39
0.8121225152229574,48,39
0.8113103927077344,48,39
0.8104990823150267,45,39
0.8096885832327116,45,39
0.8088788946494789,41,39
0.8080700157548294,43,39
0.8072619457390746,43,39
0.8064546837933355,43,39
0.8056482291095421,43,39
0.8048425808804326,41,39
0.8040377382995522,41,39
0.8032337005612527,40,38
0.8024304668606914,38,38
0.8016280363938307,38,38
0.8008264083574369,40,38
0.8000255819490795,40,38
0.7992255563671304,41,38
0.7984263308107633,47,38
0.7976279044799526,47,38
0.7968302765754727,47,38
0.7960334462988972,49,38
0.7952374128525983,46,38
0.7944421754397457,47,38
0.7936477332643059,48,38
0.7928540855310416,48,38
0.7920612314455105,48,38
0.7912691702140651,50,38
0.790477901043851,45,38
0.7896874231428072,43,38
0.7888977357196644,43,38
0.7881088379839447,44,38
0.7873207291459607,44,38
0.7865334084168147,39,38
0.7857468750083979,43,38
0.7849611281333895,43,38
0.784176167005256,43,38
0.7833919908382508,44,38
0.7826085988474126,43,38
0.7818259902485653,39,38
0.7810441642583167,39,38
0.7802631200940584,40,38
0.7794828569739644,41,38
0.7787033741169904,41,38
0.7779246707428734,41,38
0.7771467460721305,42,38
0.7763695993260584,42,38
0.7755932297267324,42,38
0.7748176364970056,42,38
0.7740428188605086,41,38
0.7732687760416481,44,38
0.7724955072656065,42,38
0.7717230117583408,42,38
0.7709512887465825,42,38
0.7701803374578359,45,38
0.7694101571203781,38,36
0.7686407469632577,36,36
0.7678721062162944,36,36
0.7671042341100781,36,34
0.766337129875968,34,34
0.7655707927460921,34,32
0.764805221953346,32,32
0.7640404167313927,32,32
0.7632763763146613,33,32
0.7625130999383466,33,32
0.7617505868384082,33,32
0.7609888362515699,33,32
0.7602278474153183,32,32
0.759467619567903,36,32
0.7587081519483351,36,32
0.7579494437963867,36,32
0.7571914943525904,36,32
0.7564343028582378,36,32
0.7556778685553796,35,32
0.7549221906868242,35,32
0.7541672684961374,36,32
0.7534131012276413,37,32
0.7526596881264136,36,32
0.7519070284382872,36,32
0.7511551214098489,38,32
0.750403966288439,38,32
0.7496535623221505,38,32
0.7489039087598284,40,32
0.7481550048510686,39,32
0.7474068498462175,39,32
0.7466594429963713,39,32
0.745912783553375,39,32
0.7451668707698216,34,32
0.7444217038990517,35,32
0.7436772821951526,34,32
0.7429336049129575,34,32
0.7421906713080445,34,32
0.7414484806367364,34,32
0.7407070321560997,33,32
0.7399663251239436,34,32
0.7392263587988196,34,32
0.7384871324400207,33,32
0.7377486453075807,35,32
0.737010896662273,35,32
0.7362738857656108,35,32
0.7355376118798452,35,32
0.7348020742679654,36,32
0.7340672721936974,37,32
0.7333332049215037,37,32
0.7325998717165821,37,32
0.7318672718448656,38,32
0.7311354045730207,35,32
0.7304042691684477,35,32
0.7296738648992792,34,32
0.7289441910343799,36,32
0.7282152468433455,36,32
0.7274870315965022,36,32
0.7267595445649057,36,32
0.7260327850203407,36,32
0.7253067522353204,36,32
0.724581445483085,42,32
0.723856864037602,44,32
0.7231330071735643,42,32
0.7224098741663908,46,32
0.7216874642922244,44,32
0.7209657768279322,40,32
0.7202448110511043,40,32
0.7195245662400531,40,32
0.7188050416738131,44,32
0.7180862366321393,44,32
0.7173681503955072,44,32
0.7166507822451117,42,32
0.7159341314628666,42,32
0.7152181973314037,42,32
0.7145029791340722,42,32
0.7137884761549381,42,32
0.7130746876787832,42,32
0.7123616129911045,42,32
0.7116492513781133,41,32
0.7109376021267352,41,32
0.7102266645246085,40,32
0.7095164378600839,41,32
0.7088069214222238,41,32
0.7080981145008015,43,32
0.7073900163863007,43,32
